tweetId|text|dayOfTweet|hashtag|language|compound|translated
448767270199001088|Şaşkın mühendis. The Art Of Manufacturing Caserne…|2014-03-26|#baselworld2014|en|0.0|yes
455421270751215617|For people from : Originals top|2014-04-13|#british|en|0.2023|yes
421960416529768449|More than a king - Kid ink|2014-01-11|#np|en|0.0|yes
438337465263607808|Zürich, Switzerland|2014-02-25|#switzerland|fr|0.0|yes
485190712963911681|Cette équipe de France à du potentiel, elle nous fera rêver j'en suis persuadé.|2014-07-04|#teamfrance|fr|0.5106|yes
418835749908144129|Empezando bien el año con School of rock !!|2014-01-02|#newyearrocks|en|0.0|yes
506740032460578816|ein reich, ein volk, ein führer?|2014-09-02|#fcz|de|0.0|yes
492970151739129856|i i dont have to prepare food :p|2014-07-26|#lifewouldbebetterif|en|0.34|yes
418412253223088128||2014-01-01|#tagsforlikes|fr|0.0|yes
418837684094648320|A moment of silence to all the kids who can’twait to become a teenager because they thinkit’s fun. ;_; AQ PQ.-I am a teen|2014-01-02|#newyearrocks|en|0.5106|yes
483985992534470656|Weinig hier. Zwitsers maken zich op voor hun match tegen Argentinië.|2014-07-01|#belusa|de|0.0|yes
508681520916094976|Lecco|2014-09-07|#italy|fr|0.0|yes
534069058006945792|"RT si tu as sursauté 534069059974098944|1433025751|2014-11-16 19:42:41|La domenica sera mi prendo sempre male 534069192577015808|399496258|2014-11-16 19:43:12|@00spencer credo che in questi ultimi mesi siano cambiati i paradigmi usati prr i calcoli statici. Leggi acqua 534069201351507968|9507972|2014-11-16 19:43:14|#srfkdo Soutenez nos candidats romands, l'orchestre Divert'in, actuellement sur dans Kampf der Orchester! 534069228622860289|408726108|2014-11-16 19:43:21|Im ready for 534069237770633216|14605209|2014-11-16 19:43:23|Pizzette pronte 534069245093892096|2539621661|2014-11-16 19:43:25|@EstellePayot mdr pour le goûter tu manges bizarrement toi 534069245693669376|2858301593|2014-11-16 19:43:25|So 5 degrees in the morning. Trying out the GT for the 35km ride into work. Check out the laser MyLane rear light. 534069249191731200|484832518|2014-11-16 19:43:26|El himno de Italia :_) 534069352589721600|955348242|2014-11-16 19:43:50|olalalalalala sa me soul !!! 534069411452583937|573954137|2014-11-16 19:44:04|Les Automnales#Palexpo! 534069413507379200|633266720|2014-11-16 19:44:05| 534069420180897792|2863647157|2014-11-16 19:44:06|Sur Twitter votre problème c'est que vous voulez trop comparer l'incomparable ! On ne mélange pas les patrons et les domestiques 534069425545027584|246720149|2014-11-16 19:44:08|@revolutionfbcom gs maçında daha beter küfürler yiyen de o ama o zaman neden kaçmadı! 534069429500645377|599412439|2014-11-16 19:44:09|Bir isvicrede yasayan türk vatandasi olarak, seyrettirilitmeyen Türkiye-Kazakistan maci icin sikeci yalanci it soyu ibneler siniz ... TFF 534069460622393345|903937051|2014-11-16 19:44:16|@sarettaporcella un bacione 534069498492755968|1550839968|2014-11-16 19:44:25|kazaklarda yener mi ki ? 534069505363038208|484832518|2014-11-16 19:44:27|Immobile y Modric titulares. Laura sonríe. 534069529526403073|2537191219|2014-11-16 19:44:33|Bi insan tam 2 saat boyunca nedensiz ağlayabilir mi 534069546639187968|119144722|2014-11-16 19:44:37|nasıl? böyle iyi mi amk soytarıları.. siz çıkın Aziz Yıldırım'ı kınayın! 534069556806189056|1387378848|2014-11-16 19:44:39|@ConstantKueny oh.. trop de gentillesse, jtm 534069574178975744|2353137922|2014-11-16 19:44:43|Odeio que comam ao meu lado 534069579442835457|1138067053|2014-11-16 19:44:44|@Ibizasummer2015 esperando ya la proxima temporada con ganaaas 534069580759851008|2863647157|2014-11-16 19:44:45|Grave on s'en bats les couilles de votre statut relationnelle 534069598094893056|1387378848|2014-11-16 19:44:49|Non pas à moi tkt lol 534069630420393984|2353137922|2014-11-16 19:44:57|O barulho é bué irritante 534069636858642433|132916133|2014-11-16 19:44:58|Piove piove, la gatta non si muove -- è morta annegata. 534069701052485633|2409081446|2014-11-16 19:45:13|l'inno italiano non lo batte nessuno 534069742345412609|275943949|2014-11-16 19:45:23|@melihyildirimm kacinda gs formasi var ? 534069756052393984|618437256|2014-11-16 19:45:27|Incapable d'etre loyal en amitié et tu veux etre loyal en couple, lol. 534069784237711362|71998479|2014-11-16 19:45:33|@RTSsport tous avec notre équipe de suisse.. ils vont la ramener cette coupe et Quel que soit le résultat on est là 534069796053454848|454035576|2014-11-16 19:45:36|MON CHATON !! 534069797118439426|597504720|2014-11-16 19:45:36|@lawleyftmaslow omg Lost Stars is my fave song at the moment.. it's so beautiful ♥ 534069797819260928|115450105|2014-11-16 19:45:36|@petrovasm awwwww awwwww awwwwwewe 534069806828617728|275943949|2014-11-16 19:45:39|@melihyildirimm islik sesleri ordaki 5 taraftardan mi geldi ? 534069840709832704|597504720|2014-11-16 19:45:47|@BigTimeMendler ich hab so kopfweh :/ 534069843855945728|282232926|2014-11-16 19:45:47|I'm at Glattbrugg / Rohr/Platten-Balsberg 534069858368237569|763447176|2014-11-16 19:45:51|Agora fiquei confusa. 534069866974937088|290645697|2014-11-16 19:45:53|jcomprends pas le délire de foutre en story snap ses suçons 534069872662446080|823663549|2014-11-16 19:45:54|Viraa bismillahh 534069884570062848|35700747|2014-11-16 19:45:57|@a_carroger normal André est né à Annecy!!! 534069884972728320|1555094880|2014-11-16 19:45:57|Je vous trouve plus dure avec les paires française qu'avec les paires champion's league et ils sont pas très bon ???? Non 534069887866384385|2537191219|2014-11-16 19:45:58|yet her 534069892350480384|454035576|2014-11-16 19:45:59|MA BFT C MON AMOUR 534069924332064769|1387378848|2014-11-16 19:46:07|Tu m'en feras toi 534069937581469696|522931640|2014-11-16 19:46:10|@BEYOND_JP じゃ今、超響き時じゃないですか！（笑）いや、実は読んだのは割と最近なんですけれど、電子書籍版をダウンロードして。でも、私はアナログ書籍の方が向いてるみたいで、そっちに手が伸びちゃって。結局、「破戒」に限らず電子版はほとんど中途半端に放置しちゃってたり(笑） 534069969022386176|2170953891|2014-11-16 19:46:17|tou c grande vontade de chorar f-se hoje nao pfv 534069981630459904|1341580512|2014-11-16 19:46:20|gebe mich auf nur um für dich zu leben 534069988202930176|1105093891|2014-11-16 19:46:22|J esperecon gagne ces gros pd 534069988739792896|290645697|2014-11-16 19:46:22|@dsabic21 jsais pas si on parle de la même, dit moi sur snpa mdr 534070026513305601|1550839968|2014-11-16 19:46:31|@essralord gülüyordur şimdi :)) 534070062756675584|573954137|2014-11-16 19:46:40|MissMister Suisse Romande#Les Automnales#Palexpo 534070081794613248|134248846|2014-11-16 19:46:44|What's in your closet? Check out Autumn &amp; Winter style trends... 534070087956045824|162443112|2014-11-16 19:46:46|Im crying so much 534070108747210752|17672379|2014-11-16 19:46:51|@harmsi79 noch nicht aber sicher bald auch bei uns zu haben 534070125088239616|1105093891|2014-11-16 19:46:55|Sretno momci 534070127315394560|2170953891|2014-11-16 19:46:55|a partir de agora vou guardar tudo pra mim, é o melhor. 534070132658941952|986581740|2014-11-16 19:46:56|Beh che dire 534070153131360256|1105093891|2014-11-16 19:47:01|sa a commencer 534070159338909696|2288378114|2014-11-16 19:47:03|J'ai un nouveau doudou. ♥︎ 534070161205395456|2539621661|2014-11-16 19:47:03|@EstellePayot askip pâtes le matin et céréales le soir 534070182646669312|591294850|2014-11-16 19:47:08|@radvansnip 534070222018600960|426532916|2014-11-16 19:47:18|Cantona y mettait des watcha yimech 534070229664808960|303428766|2014-11-16 19:47:19|@FinallyAmel 534070248019095552|764512687|2014-11-16 19:47:24|Tornare ad ascoltare dopo tanto tempo una telecronaca Rai puo' risultare traumatico.. 534070256860663809|514843762|2014-11-16 19:47:26|“@MandoSankara: on peut pas discuter sur les sensibilités c'est normal lol” C'est clair. 534070263584129024|851765611|2014-11-16 19:47:28|“@KissMe_Irina: C'est impossible de vivre sans smartphone c'est fou !” C'est triste surtout! 534070268030107648|823663549|2014-11-16 19:47:29|Sanki ilk defa küfür yedi o statta 534070271926628352|2858301593|2014-11-16 19:47:30|Felt is mostly in the shed for the winter - profile pic changed to the GT :) 534070277119148033|426532916|2014-11-16 19:47:31|MKO YIMECH 534070277534388224|433430632|2014-11-16 19:47:31|Fratelli d'Italia, l'Italia se desta.. 534070277609897984|115450105|2014-11-16 19:47:31|@petrovasm je le veux 534070300410130434|275943949|2014-11-16 19:47:36|@melihyildirimm volkani seven kaleciligini begenen biri mi var bazi fenerliler disinda ? 534070327153000448|1314126384|2014-11-16 19:47:43|Envie d'aller skier putain 534070331930329089|426532916|2014-11-16 19:47:44|Big up aux rifis de ma TL 534070351949750272|1314126384|2014-11-16 19:47:49|J'attend plus que ça 534070360560635904|726918415|2014-11-16 19:47:51|¡Pues toma curare! 534070365530886145|518950053|2014-11-16 19:47:52|Indian food &amp; family time ❤️ navymage danibud melanieaalves Nirvana 534070371205775360|2539621661|2014-11-16 19:47:53|Beats pro studio ou mixr noël approche faut se décider 534070377702785025|490966460|2014-11-16 19:47:55|Sonic duel! “@ScienceNews: Mx free-tailed bats jam each others' sonar in food competition: 534070379355320321|371187503|2014-11-16 19:47:55|Et la je parle de toi !!! Cette fois tu devrais te reconnaître dans mes tweets ... 534070386305290241|2532283382|2014-11-16 19:47:57|Et c'est si simple, et c'est si nous et c'est si beau quel rendez- vous oooohooh 1234...... 534070391535599616|361765668|2014-11-16 19:47:58|Defesaça do Cássio !!! 534070410774843392|1618441933|2014-11-16 19:48:03|manon elle a un trop beau sourire je trouve 534070426788691968|1550839968|2014-11-16 19:48:06|@TezHaber başka ne verelim abime? 534070427807539201|246720149|2014-11-16 19:48:07|Volkan AYIsına dur DİYEMEYEN PARATOR da bi gün bu staddan nasibini alacak o güzel gün de yakın... 534070438079766528|275943949|2014-11-16 19:48:09|@melihyildirimm yapilan iyi bisey demiyorum ama arenada oynaniyo yapan gs taraftari dusuncesi cok sacma 534070439656849408|2539621661|2014-11-16 19:48:10|@EstellePayot et t'es en bonne santé mdr 534070442236338176|1105093891|2014-11-16 19:48:10|Ubij ga Pjanic 534070491976581120|187404218|2014-11-16 19:48:22|@frandevol gehört youtube nicht google? von informatik verstehe ich absolut nichts. ich bilde nur medien. 534070494119854081|907977925|2014-11-16 19:48:23|Je prends des médicaments qui peuvent endormir un troupeau d'éléphant putain 534070530786471936|2353137922|2014-11-16 19:48:31|BOAAA NOITEE❤ 534070569898377216|1104673771|2014-11-16 19:48:41|Si y tombe paske tu sais pas fermer ta bouche, je te retrouver t'inquiète même pas 534070572003893248|960307058|2014-11-16 19:48:41|The dark knight rises... :) 534070589976502272|187404218|2014-11-16 19:48:45|@frandevol was bedeutet yt aktiv nutzen? 534070591368613888|119144722|2014-11-16 19:48:46|Volkan'a daha önce yine bu kerhanede aynı şerefsizlik yapılmışken burada bu maçı oynatmak tam anlamıyla orospu çocukluğudur. 534070608750202880|2262794975|2014-11-16 19:48:50|ist Ihnen ein Handwerker aufgefallen?""....""Nein hier sitzen nur Freelancer und trinken Kaffee"""|2014-11-16|#tatort|fr|0.9927|yes
425385256347508736|Es gibt zwei Personen im Camp, die die ganze Show schmeißen: Melanie und Larissa. Der Rest kann ja echt gar nix.|2014-01-20|#ibes|de|0.0|yes
453279925869748224|Allé|2014-04-07|#off|en|0.0|yes
507555657583976448||2014-09-04|#favnashpic|fr|0.0|yes
475413878642196480||2014-06-07|#italia|fr|0.0|yes
534232039675809792|On our way to Mont Blanc. Love the weather and the scenery|2014-11-17|#switzerland|en|0.6369|yes
436857544192294912|On my way Geneva // Genève Aéroport (GVA)|2014-02-21|#home|en|0.0|yes
418752770888314880|Bad girls aint no good, good girls aint no fun|2014-01-02|#newyearrocks|en|-0.8041|yes
442392945506131968|La gigantesque classe Charlie ! Ça envoie ! Bravo Ticino !|2014-03-08|#rtsthevoice|fr|0.0|yes
465258359504240640|4 Fisler Master|2014-05-10|#esc2014|fr|0.0|yes
